"brand","category","normalized_filename","normalized_path","source_copy_filename","original_source_path","notes"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_011.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_011.jpg","megacoffee-0057-4_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\4_9.jpg","외부 간판과 입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_012.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_012.jpg","megacoffee-0059-4월_10.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\4월_10.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_013.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_013.jpg","megacoffee-0062-4월_13.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\4월_13.jpeg","외부 전면과 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_014.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_014.jpg","megacoffee-0063-4월_14.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\4월_14.jpeg","외부 출입구 디테일"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_015.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_015.jpg","megacoffee-0069-4월_2.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\4월_2.jpeg","정면 외부 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_016.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_016.jpg","megacoffee-0072-4월_22.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\4월_22.jpeg","외부 출입구와 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_017.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_017.jpg","megacoffee-0080-5_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_1.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_018.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_018.jpg","megacoffee-0081-5_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_10.jpg","외부 전면 간판과 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_019.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_019.jpg","megacoffee-0083-5_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_12.jpg","출입구와 외부 홍보물"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_020.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_020.jpg","megacoffee-0089-5_18.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_18.jpg","야간 외부 간판과 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_021.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_021.jpg","megacoffee-0095-5_23.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_23.jpg","외부 주문창과 입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_022.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_022.jpg","megacoffee-0096-5_24.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_24.jpg","외부 주문창과 브랜드 사인"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_023.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_023.jpg","megacoffee-0098-5_26.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_26.jpg","출입구와 외부 홍보물"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_024.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_024.jpg","megacoffee-0099-5_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_3.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_025.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_025.jpg","megacoffee-0103-5_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5_7.jpg","출입구와 입간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_026.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_026.jpg","megacoffee-0106-5월_1.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_1.jpeg","외부 간판과 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_027.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_027.jpg","megacoffee-0112-5월_15.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_15.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_028.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_028.jpg","megacoffee-0113-5월_16.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_16.jpeg","출입구와 브랜드 사인"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_029.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_029.jpg","megacoffee-0115-5월_18.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_18.jpeg","외부 간판 클로즈업"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_030.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_030.jpg","megacoffee-0119-5월_21.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_21.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_031.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_031.jpg","megacoffee-0120-5월_22.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_22.jpeg","외부 전면 간판과 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_032.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_032.jpg","megacoffee-0122-5월_24.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_24.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_033.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_033.jpg","megacoffee-0124-5월_26.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_26.jpeg","외부 주문창과 프로모션"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_034.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_034.jpg","megacoffee-0126-5월_28.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_28.jpeg","외부 간판 클로즈업"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_035.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_035.jpg","megacoffee-0131-5월_32.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_32.jpeg","외부 전면과 행사 장식"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_036.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_036.jpg","megacoffee-0135-5월_36.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_36.jpeg","출입구와 키오스크"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_037.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_037.jpg","megacoffee-0136-5월_37.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_37.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_038.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_038.jpg","megacoffee-0139-5월_4.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_4.jpeg","외부 전면 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_039.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_039.jpg","megacoffee-0140-5월_40.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_40.jpeg","외부 간판 디테일"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_040.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_040.jpg","megacoffee-0146-5월_46.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_46.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_041.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_041.jpg","megacoffee-0162-5월_60.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_60.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_042.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_042.jpg","megacoffee-0164-5월_62.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_62.jpeg","외부 출입구와 홍보물"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_043.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_043.jpg","megacoffee-0173-5월_70.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_70.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_044.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_044.jpg","megacoffee-0174-5월_71.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_71.jpeg","외부 전면 간판과 출입구"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_045.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_045.jpg","megacoffee-0175-5월_72.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_72.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_046.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_046.jpg","megacoffee-0178-5월_75.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_75.jpeg","외부 출입구와 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_047.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_047.jpg","megacoffee-0184-5월_80.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_80.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_048.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_048.jpg","megacoffee-0185-5월_81.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\5월_81.jpeg","외부 전면과 행사 포스터"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_049.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_049.jpg","megacoffee-0205-6_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_1.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_050.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_050.jpg","megacoffee-0207-6_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_11.jpg","외부 주문창"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_051.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_051.jpg","megacoffee-0213-6_17.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_17.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_052.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_052.jpg","megacoffee-0217-6_20.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_20.jpg","외부 전면과 입간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_053.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_053.jpg","megacoffee-0219-6_22.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_22.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_054.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_054.jpg","megacoffee-0232-6_34.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_34.jpg","외부 간판과 대형 배너"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_055.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_055.jpg","megacoffee-0236-6_38.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_38.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_056.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_056.jpg","megacoffee-0239-6_40.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_40.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_057.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_057.jpg","megacoffee-0241-6_42.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_42.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_058.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_058.jpg","megacoffee-0246-6_47.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_47.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_059.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_059.jpg","megacoffee-0256-6_56.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_56.jpg","외부 코너 매장 전경"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_060.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_060.jpg","megacoffee-0258-6_58.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_58.jpg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_061.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_061.jpg","megacoffee-0265-6_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6_9.jpg","외부 창문 디테일"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_062.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_062.jpg","megacoffee-0266-6월____1.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월____1.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_063.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_063.jpg","megacoffee-0272-6월____15.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월____15.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_064.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_064.jpg","megacoffee-0283-6월____25.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월____25.jpeg","외부 창문과 매장 내부"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_065.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_065.jpg","megacoffee-0296-6월____8.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월____8.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_066.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_066.jpg","megacoffee-0303-6월_14.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_14.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_067.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_067.jpg","megacoffee-0307-6월_18.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_18.jpeg","외부 전면 간판과 셔터"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_068.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_068.jpg","megacoffee-0310-6월_20.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_20.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_069.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_069.jpg","megacoffee-0311-6월_21.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_21.jpeg","외부 간판 클로즈업"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_070.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_070.jpg","megacoffee-0313-6월_23.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_23.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_071.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_071.jpg","megacoffee-0317-6월_27.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_27.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_072.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_072.jpg","megacoffee-0319-6월_29.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_29.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_073.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_073.jpg","megacoffee-0323-6월_32.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_32.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_074.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_074.jpg","megacoffee-0335-6월_43.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_43.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_075.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_075.jpg","megacoffee-0336-6월_44.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_44.jpeg","외부 전면 간판"
"megacoffee","01-exterior-signage","megacoffee_exterior_signage_076.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\megacoffee\90-classified-normalized\01-exterior-signage\megacoffee_exterior_signage_076.jpg","megacoffee-0344-6월_51.jpeg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\메가\6월_51.jpeg","외부 전면 간판"
