"brand","status","category","copied_filename","source_path","working_path","original_last_write_time","original_size_bytes","notes"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0024-2_22.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_22.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0024-2_22.jpg","2026-04-15T18:10:55","232317","음료 제품컷"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0025-2_23.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_23.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0025-2_23.jpg","2026-04-15T18:11:18","305828","시즌 메뉴 포스터"
"woozoo-coffee","classified","01-exterior-signage","woozoo-coffee-0026-2_24.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_24.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\01-exterior-signage\woozoo-coffee-0026-2_24.jpg","2026-04-15T18:11:50","345112","외부 전면 간판"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0027-2_25.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_25.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0027-2_25.jpg","2026-04-15T18:11:59","457459","카운터와 메뉴보드"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0028-2_26.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_26.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0028-2_26.jpg","2026-04-15T18:12:11","219602","브랜드 로고 벽면"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0029-2_27.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_27.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0029-2_27.jpg","2026-04-15T18:12:20","319187","굿즈 진열대"
"woozoo-coffee","classified","01-exterior-signage","woozoo-coffee-0030-2_28.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_28.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\01-exterior-signage\woozoo-coffee-0030-2_28.jpg","2026-04-15T18:12:55","253792","외부 전면 간판"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0031-2_29.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_29.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0031-2_29.jpg","2026-04-15T18:15:17","294994","브랜드 포스터"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0032-2_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0032-2_3.jpg","2026-04-15T18:02:03","279089","굿즈 진열대"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0033-2_30.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_30.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0033-2_30.jpg","2026-04-15T18:15:27","375864","카운터와 메뉴보드"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0034-2_31.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_31.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0034-2_31.jpg","2026-04-15T18:16:05","282814","넓은 좌석 공간"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0035-2_32.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_32.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0035-2_32.jpg","2026-04-15T18:16:20","209083","좌석 공간"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0036-2_33.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_33.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0036-2_33.jpg","2026-04-15T18:16:33","274804","좌석 공간"
"woozoo-coffee","classified","04-kitchen-equipment","woozoo-coffee-0037-2_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\04-kitchen-equipment\woozoo-coffee-0037-2_4.jpg","2026-04-15T18:02:20","158140","커피머신 장비 클로즈업"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0038-2_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0038-2_5.jpg","2026-04-15T18:02:48","296366","카운터 메뉴보드"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0039-2_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0039-2_6.jpg","2026-04-15T18:03:16","154115","브랜드 로고와 진열대"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0040-2_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0040-2_7.jpg","2026-04-15T18:04:54","157041","브랜드 월사인"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0041-2_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\2_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0041-2_9.jpg","2026-04-15T18:06:00","407741","카운터와 장비"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0042-3_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0042-3_1.jpg","2026-04-17T13:43:24","238665","좌석과 진열대"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0043-3_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0043-3_10.jpg","2026-04-17T15:34:57","339093","외부 메뉴 입간판"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0044-3_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_11.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0044-3_11.jpg","2026-04-17T15:47:49","232344","키오스크와 주문 동선"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0045-3_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_12.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0045-3_12.jpg","2026-04-17T15:48:19","191662","굿즈 진열대"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0046-3_13.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_13.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0046-3_13.jpg","2026-04-17T15:48:27","141663","좌석과 브랜드 월사인"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0047-3_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_14.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0047-3_14.jpg","2026-04-17T15:48:39","379216","카운터와 메뉴보드"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0048-3_15.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_15.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0048-3_15.jpg","2026-04-17T15:48:49","285910","카운터와 메뉴보드"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0049-3_16.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_16.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0049-3_16.jpg","2026-04-17T15:55:25","198321","테이크아웃 컵 제품컷"
"woozoo-coffee","classified","01-exterior-signage","woozoo-coffee-0050-3_17.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_17.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\01-exterior-signage\woozoo-coffee-0050-3_17.jpg","2026-04-17T15:56:20","219862","외부 출입구와 홍보물"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0051-3_18.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_18.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0051-3_18.jpg","2026-04-17T16:49:43","327796","카운터와 메뉴보드"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0052-3_19.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_19.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0052-3_19.jpg","2026-04-17T16:54:06","339324","카운터 메뉴보드"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0053-3_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0053-3_2.jpg","2026-04-17T13:43:42","84805","넓은 좌석 공간"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0054-3_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0054-3_3.jpg","2026-04-17T13:44:13","106365","좌석 공간"
"woozoo-coffee","classified","01-exterior-signage","woozoo-coffee-0055-3_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\01-exterior-signage\woozoo-coffee-0055-3_4.jpg","2026-04-17T13:44:26","171729","외부 전면 간판"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0056-3_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0056-3_5.jpg","2026-04-17T13:44:36","134910","카운터와 메뉴보드"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0057-3_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0057-3_6.jpg","2026-04-17T15:34:04","392672","외부 메뉴 입간판"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0058-3_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0058-3_7.jpg","2026-04-17T15:34:09","232927","음료 제품컷"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0059-3_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0059-3_8.jpg","2026-04-17T15:34:33","211965","좌석과 브랜드 월사인"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0060-3_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\3_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0060-3_9.jpg","2026-04-17T15:34:41","268192","카운터와 장비"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0061-4_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0061-4_1.jpg","2026-04-14T10:36:38","333511","음료와 디저트 제품컷"
"woozoo-coffee","classified","01-exterior-signage","woozoo-coffee-0062-4_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\01-exterior-signage\woozoo-coffee-0062-4_10.jpg","2026-04-14T10:41:20","289064","외부 전면 간판"
"woozoo-coffee","classified","01-exterior-signage","woozoo-coffee-0063-4_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_11.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\01-exterior-signage\woozoo-coffee-0063-4_11.jpg","2026-04-14T10:41:33","305888","외부 코너 매장 전경"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0064-4_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_12.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0064-4_12.jpg","2026-04-14T10:42:15","316005","카운터와 내부 동선"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0065-4_13.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_13.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0065-4_13.jpg","2026-04-14T10:42:23","329889","음료 제품컷"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0066-4_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_14.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0066-4_14.jpg","2026-04-14T10:42:36","227068","좌석과 브랜드 월사인"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0067-4_15.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_15.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0067-4_15.jpg","2026-04-14T10:43:00","292777","메뉴 프로모션 포스터"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0068-4_16.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_16.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0068-4_16.jpg","2026-04-14T10:43:20","293905","음료 제품컷"
"woozoo-coffee","classified","05-food-drink-menu","woozoo-coffee-0069-4_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\05-food-drink-menu\woozoo-coffee-0069-4_2.jpg","2026-04-14T10:37:14","224465","음료 제품컷"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0070-4_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0070-4_3.jpg","2026-04-14T10:37:28","368058","카운터와 메뉴보드"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0071-4_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0071-4_4.jpg","2026-04-14T10:38:13","182502","좌석과 브랜드 월사인"
"woozoo-coffee","classified","02-interior-seating","woozoo-coffee-0072-4_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\02-interior-seating\woozoo-coffee-0072-4_5.jpg","2026-04-14T10:38:54","116471","좌석 공간"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0073-4_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0073-4_6.jpg","2026-04-14T10:39:35","217543","굿즈 진열대"
"woozoo-coffee","classified","06-menu-promotion","woozoo-coffee-0074-4_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\06-menu-promotion\woozoo-coffee-0074-4_7.jpg","2026-04-14T10:39:48","197000","굿즈 진열대"
"woozoo-coffee","classified","03-counter-kiosk-order","woozoo-coffee-0075-4_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\우지커피\4_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\woozoo-coffee\03-counter-kiosk-order\woozoo-coffee-0075-4_8.jpg","2026-04-14T10:40:26","224492","키오스크와 카운터"
