"brand","status","category","copied_filename","source_path","working_path","original_last_write_time","original_size_bytes","notes"
"composecoffee","classified","09-caution-unusable","composecoffee-0011-1_19.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_19.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0011-1_19.jpg","2026-04-14T14:51:28","234942","인물 홍보물이 크게 노출됨"
"composecoffee","classified","02-interior-seating","composecoffee-0012-1_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0012-1_2.jpg","2026-04-14T14:36:46","247285","넓은 좌석 공간"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0013-1_20.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_20.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0013-1_20.jpg","2026-04-14T14:53:48","300270","카운터와 메뉴보드"
"composecoffee","classified","01-exterior-signage","composecoffee-0014-1_21.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_21.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0014-1_21.jpg","2026-04-14T14:54:38","334643","출입구와 외부 동선"
"composecoffee","classified","01-exterior-signage","composecoffee-0015-1_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0015-1_3.jpg","2026-04-14T14:37:09","433606","외부 전면 간판"
"composecoffee","classified","06-menu-promotion","composecoffee-0016-1_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\06-menu-promotion\composecoffee-0016-1_4.jpg","2026-04-14T14:37:20","472371","키오스크 메뉴 화면"
"composecoffee","classified","02-interior-seating","composecoffee-0017-1_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0017-1_5.jpg","2026-04-14T14:37:31","138427","브랜드 벽면 그래픽"
"composecoffee","classified","02-interior-seating","composecoffee-0018-1_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0018-1_6.jpg","2026-04-14T14:37:39","182161","넓은 좌석과 카운터 방향"
"composecoffee","classified","01-exterior-signage","composecoffee-0019-1_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0019-1_7.jpg","2026-04-14T14:37:48","451721","야간 외부 전면 간판"
"composecoffee","classified","02-interior-seating","composecoffee-0020-1_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0020-1_8.jpg","2026-04-14T14:39:31","284469","좌석 공간"
"composecoffee","classified","02-interior-seating","composecoffee-0021-1_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\1_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0021-1_9.jpg","2026-04-14T14:40:17","98013","좌석 디테일"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0022-2_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0022-2_1.jpg","2026-04-14T18:04:49","290386","주문 동선과 쇼케이스"
"composecoffee","classified","06-menu-promotion","composecoffee-0023-2_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\06-menu-promotion\composecoffee-0023-2_10.jpg","2026-04-14T18:12:23","349198","디지털 메뉴보드와 프로모션"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0024-2_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0024-2_2.jpg","2026-04-14T18:05:36","349083","카운터와 키오스크"
"composecoffee","classified","09-caution-unusable","composecoffee-0025-2_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0025-2_3.jpg","2026-04-14T18:05:58","245673","인물 홍보물이 크게 노출됨"
"composecoffee","classified","05-food-drink-menu","composecoffee-0026-2_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\05-food-drink-menu\composecoffee-0026-2_4.jpg","2026-04-14T18:06:22","235790","음료 제품컷"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0027-2_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0027-2_5.jpg","2026-04-14T18:09:05","347024","카운터와 주문 동선"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0028-2_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0028-2_6.jpg","2026-04-14T18:09:15","263409","키오스크 주문 동선"
"composecoffee","classified","02-interior-seating","composecoffee-0029-2_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0029-2_7.jpg","2026-04-14T18:09:35","225708","좌석 공간"
"composecoffee","classified","01-exterior-signage","composecoffee-0030-2_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0030-2_8.jpg","2026-04-14T18:09:48","87970","외부 전면 간판"
"composecoffee","classified","01-exterior-signage","composecoffee-0031-2_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\2_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0031-2_9.jpg","2026-04-14T18:11:55","258710","외부 전면 간판"
"composecoffee","classified","01-exterior-signage","composecoffee-0032-3_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0032-3_1.jpg","2026-04-15T16:05:50","404024","외부 주문창과 간판"
"composecoffee","classified","02-interior-seating","composecoffee-0033-3_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0033-3_10.jpg","2026-04-16T10:43:10","137437","넓은 좌석 공간"
"composecoffee","classified","05-food-drink-menu","composecoffee-0034-3_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_11.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\05-food-drink-menu\composecoffee-0034-3_11.jpg","2026-04-16T10:43:34","167970","음료 제품컷"
"composecoffee","classified","02-interior-seating","composecoffee-0035-3_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_12.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0035-3_12.jpg","2026-04-16T10:44:00","307493","넓은 좌석 공간"
"composecoffee","classified","02-interior-seating","composecoffee-0036-3_13.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_13.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0036-3_13.jpg","2026-04-16T10:44:15","281161","넓은 좌석 공간"
"composecoffee","classified","01-exterior-signage","composecoffee-0037-3_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_14.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0037-3_14.jpg","2026-04-16T10:44:36","323572","외부 간판과 매장 전면"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0038-3_15.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_15.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0038-3_15.jpg","2026-04-16T10:44:47","164634","카운터와 메뉴보드"
"composecoffee","classified","01-exterior-signage","composecoffee-0039-3_16.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_16.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0039-3_16.jpg","2026-04-16T10:44:56","385177","외부 주문창과 홍보물"
"composecoffee","classified","09-caution-unusable","composecoffee-0040-3_17.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_17.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0040-3_17.jpg","2026-04-16T10:46:35","242131","인물 이미지가 크게 노출된 컵 제품컷"
"composecoffee","classified","09-caution-unusable","composecoffee-0041-3_18.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_18.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0041-3_18.jpg","2026-04-16T10:46:48","218965","키오스크 화면에 인물 홍보물이 크게 노출됨"
"composecoffee","classified","02-interior-seating","composecoffee-0042-3_19.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_19.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0042-3_19.jpg","2026-04-16T10:47:06","228774","좌석과 브랜드 월사인"
"composecoffee","classified","01-exterior-signage","composecoffee-0043-3_2.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_2.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0043-3_2.jpg","2026-04-15T17:35:02","340522","외부 전면 간판"
"composecoffee","classified","05-food-drink-menu","composecoffee-0044-3_20.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_20.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\05-food-drink-menu\composecoffee-0044-3_20.jpg","2026-04-16T10:47:49","250835","음료 제품컷"
"composecoffee","classified","02-interior-seating","composecoffee-0045-3_21.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_21.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0045-3_21.jpg","2026-04-16T10:48:52","310327","넓은 좌석 공간"
"composecoffee","classified","09-caution-unusable","composecoffee-0046-3_22.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_22.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0046-3_22.jpg","2026-04-16T10:49:01","248502","인물 홍보물이 크게 노출됨"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0047-3_23.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_23.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0047-3_23.jpg","2026-04-16T10:49:39","295627","카운터와 메뉴보드"
"composecoffee","classified","01-exterior-signage","composecoffee-0048-3_24.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_24.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0048-3_24.jpg","2026-04-16T10:50:05","408827","야간 외부 전면 간판"
"composecoffee","classified","01-exterior-signage","composecoffee-0049-3_25.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_25.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0049-3_25.jpg","2026-04-16T10:50:20","460711","외부 전면 간판"
"composecoffee","classified","01-exterior-signage","composecoffee-0050-3_26.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_26.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0050-3_26.jpg","2026-04-16T10:50:35","269131","외부 출입구와 내부 좌석"
"composecoffee","classified","02-interior-seating","composecoffee-0051-3_27.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_27.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0051-3_27.jpg","2026-04-16T10:51:17","274638","좌석과 벽면 문구"
"composecoffee","classified","01-exterior-signage","composecoffee-0052-3_28.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_28.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0052-3_28.jpg","2026-04-16T10:52:58","326659","외부 전면 간판"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0053-3_29.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_29.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0053-3_29.jpg","2026-04-16T10:53:16","311336","카운터와 메뉴보드"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0054-3_3.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_3.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0054-3_3.jpg","2026-04-15T17:52:53","356541","카운터와 내부 동선"
"composecoffee","classified","01-exterior-signage","composecoffee-0055-3_30.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_30.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0055-3_30.jpg","2026-04-16T10:54:32","177778","외부 전면 간판"
"composecoffee","classified","05-food-drink-menu","composecoffee-0056-3_31.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_31.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\05-food-drink-menu\composecoffee-0056-3_31.jpg","2026-04-16T11:01:51","449971","음료 제품컷"
"composecoffee","classified","05-food-drink-menu","composecoffee-0057-3_32.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_32.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\05-food-drink-menu\composecoffee-0057-3_32.jpg","2026-04-16T11:02:09","384898","음료 제품컷"
"composecoffee","classified","01-exterior-signage","composecoffee-0058-3_33.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_33.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0058-3_33.jpg","2026-04-16T11:02:29","394824","외부 전면 간판"
"composecoffee","classified","06-menu-promotion","composecoffee-0059-3_34.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_34.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\06-menu-promotion\composecoffee-0059-3_34.jpg","2026-04-16T11:04:41","298679","디지털 메뉴보드"
"composecoffee","classified","01-exterior-signage","composecoffee-0060-3_35.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_35.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0060-3_35.jpg","2026-04-16T11:05:00","190804","외부 전면 간판"
"composecoffee","classified","01-exterior-signage","composecoffee-0061-3_36.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_36.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0061-3_36.jpg","2026-04-16T11:05:30","318551","외부 전면 간판"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0062-3_37.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_37.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0062-3_37.jpg","2026-04-16T11:05:55","305147","카운터와 키오스크"
"composecoffee","classified","02-interior-seating","composecoffee-0063-3_38.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_38.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0063-3_38.jpg","2026-04-16T11:07:05","318195","좌석과 카운터 방향"
"composecoffee","classified","01-exterior-signage","composecoffee-0064-3_39.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_39.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0064-3_39.jpg","2026-04-16T11:07:40","341791","외부 전면 간판"
"composecoffee","classified","09-caution-unusable","composecoffee-0065-3_4.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_4.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0065-3_4.jpg","2026-04-15T17:53:07","302508","인물 홍보물이 크게 노출됨"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0066-3_40.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_40.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0066-3_40.jpg","2026-04-16T11:07:48","65087","카운터와 메뉴보드"
"composecoffee","classified","02-interior-seating","composecoffee-0067-3_41.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_41.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0067-3_41.jpg","2026-04-16T11:08:02","333657","좌석과 브랜드 월사인"
"composecoffee","classified","09-caution-unusable","composecoffee-0068-3_5.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_5.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0068-3_5.jpg","2026-04-16T10:34:32","273831","인물 이미지가 컵에 크게 노출됨"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0069-3_6.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_6.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0069-3_6.jpg","2026-04-16T10:34:48","275917","키오스크와 메뉴 화면"
"composecoffee","classified","02-interior-seating","composecoffee-0070-3_7.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_7.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0070-3_7.jpg","2026-04-16T10:35:12","166417","넓은 좌석 공간"
"composecoffee","classified","02-interior-seating","composecoffee-0071-3_8.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_8.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0071-3_8.jpg","2026-04-16T10:35:58","282026","좌석 공간"
"composecoffee","classified","09-caution-unusable","composecoffee-0072-3_9.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\3_9.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\09-caution-unusable\composecoffee-0072-3_9.jpg","2026-04-16T10:36:13","357359","인물 홍보물이 크게 노출됨"
"composecoffee","classified","02-interior-seating","composecoffee-0073-4_1.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\4_1.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\02-interior-seating\composecoffee-0073-4_1.jpg","2026-04-14T10:06:44","275797","좌석과 브랜드 월사인"
"composecoffee","classified","03-counter-kiosk-order","composecoffee-0074-4_10.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\4_10.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\03-counter-kiosk-order\composecoffee-0074-4_10.jpg","2026-04-14T10:09:57","373271","키오스크와 주문 동선"
"composecoffee","classified","01-exterior-signage","composecoffee-0075-4_11.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\4_11.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\01-exterior-signage\composecoffee-0075-4_11.jpg","2026-04-14T10:10:05","506864","외부 전면 간판"
"composecoffee","classified","06-menu-promotion","composecoffee-0076-4_12.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\4_12.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\06-menu-promotion\composecoffee-0076-4_12.jpg","2026-04-14T10:11:34","291556","메뉴 안내판"
"composecoffee","classified","06-menu-promotion","composecoffee-0077-4_13.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\4_13.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\06-menu-promotion\composecoffee-0077-4_13.jpg","2026-04-14T10:32:13","354184","디지털 메뉴보드"
"composecoffee","classified","06-menu-promotion","composecoffee-0078-4_14.jpg","D:\26년 C드라이브 복사본\26년 개인블로그\내가 찍었던 사진들\컴포즈커피\4_14.jpg","C:\Users\home\Documents\detailpages\franchise-photo-library\composecoffee\06-menu-promotion\composecoffee-0078-4_14.jpg","2026-04-14T10:32:29","298944","외부 메뉴판과 프로모션"
